,,,,,,,,,,11.d8e7 (989 990 3 0 719 967) 
,,,,,,,,,,11.d2d3 (989 990 3 0 719 967) 
,,,,,,,,,,11.g7g5 (989 990 3 0 719 967) 
,,,,,,,,,,11.g7g6 (989 990 3 0 719 967) ,12.h7g6 (-990 -989 2 2147483625 -706 -16000) 
,,,,,,,,,,11.g7a7 (989 990 3 0 719 967) 
,,,,,,,,,,11.g7b7 (989 990 3 0 719 967) 
,,,,,,,,,,11.g7c7 (989 990 3 0 719 967) 
,,,,,,,,,,11.g7d7 (989 990 3 0 719 967) 
,,,,,,,,,,11.d8g5 (989 990 3 0 719 967) 
,,,,,,,,,,11.g7f7 (989 990 3 0 719 967) 
,,,,,,,,,,11.d2d4 (989 990 3 0 719 967) 
,,,,,,,,,,11.g7g8 (989 990 3 0 719 967) 
,,,,,,,,,,11.b1a1 (989 990 3 0 719 967) 
,,,,,,,,,,11.b1c1 (989 990 3 0 719 967) 
,,,,,,,,,,11.b1a2 (989 990 3 0 719 967) 
,,,,,,,,,,11.b1b2 (989 990 3 0 719 967) 
,,,,,,,,,,11.d8a5 (989 990 3 0 719 967) 
,,,,,,,,9.h4f6 (989 1013 5 0 719 989) 
,,,,,,,,9.g7g5 (989 1013 5 0 719 989) ,10.f5f4 (-990 -989 5 2147483647 -692 -16000) ,11.h4g3 (989 990 4 2147483647 688 -16000) ,12.f4g5 (-990 -989 3 2147483647 -850 -16000) 
,,,,,,,,,,11.g5g4 (989 990 4 2147483592 688 355) ,12.f4g4 (-990 -989 3 2147483647 -782 -16000) 
,,,,,,,,,,11.g5g7 (989 990 4 4 688 355) 
,,,,,,,,,,11.d2d4 (989 990 4 0 688 355) 
,,,,,,,,,,11.g5a5 (989 990 4 0 688 355) 
,,,,,,,,,,11.g5b5 (989 990 4 0 688 355) 
,,,,,,,,,,11.g5c5 (989 990 4 0 688 355) 
,,,,,,,,,,11.g5d5 (989 990 4 0 688 355) 
,,,,,,,,,,11.g5e5 (989 990 4 0 688 355) 
,,,,,,,,,,11.g5f5 (989 990 4 0 688 355) ,12.f4f5 (-990 -989 3 2147483647 -713 -16000) 
,,,,,,,,,,11.g5h5 (989 990 4 0 688 355) 
,,,,,,,,,,11.g5g6 (989 990 4 0 688 355) 
,,,,,,,,,,11.d2d3 (989 990 4 0 688 355) 
,,,,,,,,,,11.g5g8 (989 990 4 0 688 355) 
,,,,,,,,,,11.b1a1 (989 990 4 0 688 355) 
,,,,,,,,,,11.b1c1 (989 990 4 0 688 355) 
,,,,,,,,,,11.b1a2 (989 990 4 0 688 355) 
,,,,,,,,,,11.b1b2 (989 990 4 0 688 355) 
,,,,,,,,,,11.b1c2 (989 990 4 0 688 355) 
,,,,,,,,9.g7g6 (989 1013 5 0 719 989) 
,,,,,,,,9.g7a7 (989 1013 5 0 719 989) ,10.f5f4 (-990 -989 4 2147483647 -731 -16000) ,11.h4g3 (989 990 3 2147483647 721 -16000) ,12.f4g3 (-990 -989 2 2147483617 -875 -16000) 
,,,,,,,,,,11.a7h7 (989 990 3 2147483592 721 555) ,12.f4f5 (-990 -989 2 32 -798 -16000) 
,,,,,,,,,,11.a7f7 (989 990 3 5 721 988) ,12.f4e5 (-990 -989 3 2147483647 -719 -16000) 
,,,,,,,,,,11.a7g7 (989 990 3 4 721 988) 
,,,,,,,,,,11.h4f6 (989 990 3 0 721 988) 
,,,,,,,,,,11.h4e7 (989 990 3 0 721 988) 
,,,,,,,,,,11.h4d8 (989 990 3 0 721 988) 
,,,,,,,,,,11.a7a1 (989 990 3 0 721 988) 
,,,,,,,,,,11.a7a2 (989 990 3 0 721 988) 
,,,,,,,,,,11.a7a3 (989 990 3 0 721 988) 
,,,,,,,,,,11.a7a4 (989 990 3 0 721 988) 
,,,,,,,,,,11.a7a5 (989 990 3 0 721 988) 
,,,,,,,,,,11.a7a6 (989 990 3 0 721 988) 
,,,,,,,,,,11.a7b7 (989 990 3 0 721 988) 
,,,,,,,,,,11.a7c7 (989 990 3 0 721 988) 
,,,,,,,,,,11.a7d7 (989 990 3 0 721 988) 
,,,,,,,,,,11.a7e7 (989 990 3 0 721 988) 
,,,,,,,,,,11.d2d3 (989 990 3 0 721 988) 
,,,,,,,,,,11.h4g5 (989 990 3 0 721 988) ,12.f4g5 (-990 -989 2 2147483617 -729 -16000) 
,,,,,,,,,,11.d2d4 (989 990 3 0 721 988) 
,,,,,,,,,,11.a7a8 (989 990 3 0 721 988) 
,,,,,,,,,,11.b1a1 (989 990 3 0 721 988) 
,,,,,,,,,,11.b1c1 (989 990 3 0 721 988) 
,,,,,,,,,,11.b1a2 (989 990 3 0 721 988) 
,,,,,,,,,,11.b1b2 (989 990 3 0 721 988) 
,,,,,,,,,,11.b1c2 (989 990 3 0 721 988) 
,,,,,,,,9.g7b7 (989 1013 5 0 719 989) ,10.f5f4 (-990 -989 4 2147483647 -733 -16000) ,11.h4g3 (989 990 3 2147483647 724 -16000) ,12.f4g3 (-990 -989 2 2147483617 -878 -16000) 
,,,,,,,,,,11.b7h7 (989 990 3 2147483592 724 557) ,12.TTLower (-990 -989 2 -988 -798 -16000) 
,,,,,,,,,,11.b7f7 (989 990 3 5 724 988) ,12.TTLower (-990 -989 3 -969 -719 -16000) 
,,,,,,,,,,11.b7g7 (989 990 3 4 724 988) 
,,,,,,,,,,11.h4f6 (989 990 3 0 724 988) 
,,,,,,,,,,11.h4e7 (989 990 3 0 724 988) 
,,,,,,,,,,11.h4d8 (989 990 3 0 724 988) 
,,,,,,,,,,11.b7b2 (989 990 3 0 724 988) 
,,,,,,,,,,11.b7b3 (989 990 3 0 724 988) 
,,,,,,,,,,11.b7b4 (989 990 3 0 724 988) 
,,,,,,,,,,11.b7b5 (989 990 3 0 724 988) 
,,,,,,,,,,11.b7b6 (989 990 3 0 724 988) 
,,,,,,,,,,11.b7a7 (989 990 3 0 724 988) 
,,,,,,,,,,11.b7c7 (989 990 3 0 724 988) 
,,,,,,,,,,11.b7d7 (989 990 3 0 724 988) 
,,,,,,,,,,11.b7e7 (989 990 3 0 724 988) 
,,,,,,,,,,11.d2d3 (989 990 3 0 724 988) 
,,,,,,,,,,11.h4g5 (989 990 3 0 724 988) ,12.f4g5 (-990 -989 2 2147483617 -731 -16000) 
,,,,,,,,,,11.d2d4 (989 990 3 0 724 988) 
,,,,,,,,,,11.b7b8 (989 990 3 0 724 988) 
,,,,,,,,,,11.b1a1 (989 990 3 0 724 988) 
,,,,,,,,,,11.b1c1 (989 990 3 0 724 988) 
,,,,,,,,,,11.b1a2 (989 990 3 0 724 988) 
,,,,,,,,,,11.b1b2 (989 990 3 0 724 988) 
,,,,,,,,,,11.b1c2 (989 990 3 0 724 988) 
,,,,,,,,9.g7c7 (989 1013 5 0 719 989) ,10.f5f4 (-990 -989 4 2147483647 -736 -16000) ,11.h4g3 (989 990 3 2147483647 727 -16000) ,12.f4g3 (-990 -989 2 2147483617 -881 -16000) 
,,,,,,,,,,11.c7h7 (989 990 3 2147483592 727 559) ,12.TTLower (-990 -989 2 -988 -798 -16000) 
,,,,,,,,,,11.c7f7 (989 990 3 5 727 988) ,12.TTLower (-990 -989 3 -969 -719 -16000) 
,,,,,,,,,,11.c7g7 (989 990 3 4 727 988) 
,,,,,,,,,,11.h4f6 (989 990 3 0 727 988) 
,,,,,,,,,,11.h4e7 (989 990 3 0 727 988) 
,,,,,,,,,,11.h4d8 (989 990 3 0 727 988) 
,,,,,,,,,,11.c7c1 (989 990 3 0 727 988) 
,,,,,,,,,,11.c7c2 (989 990 3 0 727 988) 
,,,,,,,,,,11.c7c3 (989 990 3 0 727 988) 
,,,,,,,,,,11.c7c4 (989 990 3 0 727 988) 
,,,,,,,,,,11.c7c5 (989 990 3 0 727 988) 
,,,,,,,,,,11.c7c6 (989 990 3 0 727 988) 
,,,,,,,,,,11.c7a7 (989 990 3 0 727 988) 
,,,,,,,,,,11.c7b7 (989 990 3 0 727 988) 
,,,,,,,,,,11.c7d7 (989 990 3 0 727 988) 
,,,,,,,,,,11.c7e7 (989 990 3 0 727 988) 
,,,,,,,,,,11.d2d3 (989 990 3 0 727 988) 
,,,,,,,,,,11.h4g5 (989 990 3 0 727 988) ,12.f4g5 (-990 -989 2 2147483617 -735 -16000) 
,,,,,,,,,,11.d2d4 (989 990 3 0 727 988) 
,,,,,,,,,,11.c7c8 (989 990 3 0 727 988) 
,,,,,,,,,,11.b1a1 (989 990 3 0 727 988) 
,,,,,,,,,,11.b1c1 (989 990 3 0 727 988) 
,,,,,,,,,,11.b1a2 (989 990 3 0 727 988) 
,,,,,,,,,,11.b1b2 (989 990 3 0 727 988) 
,,,,,,,,,,11.b1c2 (989 990 3 0 727 988) 
,,,,,,,,9.g7d7 (989 1013 5 0 719 989) ,10.f5f4 (-990 -989 4 2147483647 -724 -16000) ,11.h4g3 (989 990 3 2147483647 715 -16000) ,12.f4g3 (-990 -989 2 2147483617 -869 -16000) 
,,,,,,,,,,11.d7h7 (989 990 3 2147483592 715 546) ,12.TTLower (-990 -989 2 -988 -798 -16000) 
,,,,,,,,,,11.d7f7 (989 990 3 5 715 988) ,12.TTLower (-990 -989 3 -969 -719 -16000) 
,,,,,,,,,,11.d7g7 (989 990 3 4 715 988) 
,,,,,,,,,,11.h4f6 (989 990 3 0 715 988) 
,,,,,,,,,,11.h4e7 (989 990 3 0 715 988) 
,,,,,,,,,,11.h4d8 (989 990 3 0 715 988) 
,,,,,,,,,,11.d7d3 (989 990 3 0 715 988) 
,,,,,,,,,,11.d7d4 (989 990 3 0 715 988) 
,,,,,,,,,,11.d7d5 (989 990 3 0 715 988) 
,,,,,,,,,,11.d7d6 (989 990 3 0 715 988) 
,,,,,,,,,,11.d7a7 (989 990 3 0 715 988) 
,,,,,,,,,,11.d7b7 (989 990 3 0 715 988) 
,,,,,,,,,,11.d7c7 (989 990 3 0 715 988) 
,,,,,,,,,,11.d7e7 (989 990 3 0 715 988) 
,,,,,,,,,,11.d2d3 (989 990 3 0 715 988) 
,,,,,,,,,,11.h4g5 (989 990 3 0 715 988) ,12.f4g5 (-990 -989 2 2147483617 -722 -16000) 
,,,,,,,,,,11.d2d4 (989 990 3 0 715 988) 
,,,,,,,,,,11.d7d8 (989 990 3 0 715 988) 
,,,,,,,,,,11.b1a1 (989 990 3 0 715 988) 
,,,,,,,,,,11.b1c1 (989 990 3 0 715 988) 
,,,,,,,,,,11.b1a2 (989 990 3 0 715 988) 
,,,,,,,,,,11.b1b2 (989 990 3 0 715 988) 
,,,,,,,,,,11.b1c2 (989 990 3 0 715 988) 
,,,,,,,,9.g7e7 (989 1013 5 0 719 989) ,10.f5f4 (-990 -989 4 2147483647 -722 -16000) ,11.h4g3 (989 990 3 2147483647 713 -16000) ,12.f4g3 (-990 -989 2 2147483617 -871 -16000) 
,,,,,,,,,,11.e7e4 (989 990 3 2147483592 713 547) ,12.f4e4 (-990 -989 2 2147483627 -794 -16000) 
,,,,,,,,,,11.e7h7 (989 990 3 2147483592 713 547) ,12.TTLower (-990 -989 2 -988 -798 -16000) 
,,,,,,,,,,11.e7f7 (989 990 3 2147483541 713 988) ,12.TTLower (-990 -989 3 -969 -719 -16000) 
,,,,,,,,,,11.e7g7 (989 990 3 4 713 988) 
,,,,,,,,,,11.d2d4 (989 990 3 0 713 988) 
,,,,,,,,,,11.e7e5 (989 990 3 0 713 988) 
,,,,,,,,,,11.e7e6 (989 990 3 0 713 988) 
,,,,,,,,,,11.e7a7 (989 990 3 0 713 988) 
,,,,,,,,,,11.e7b7 (989 990 3 0 713 988) 
,,,,,,,,,,11.e7c7 (989 990 3 0 713 988) 
,,,,,,,,,,11.e7d7 (989 990 3 0 713 988) 
,,,,,,,,,,11.h4g5 (989 990 3 0 713 988) ,12.f4g5 (-990 -989 2 2147483617 -721 -16000) 
,,,,,,,,,,11.h4f6 (989 990 3 0 713 988) 
,,,,,,,,,,11.d2d3 (989 990 3 0 713 988) 
,,,,,,,,,,11.e7e8 (989 990 3 0 713 988) 
,,,,,,,,,,11.b1a1 (989 990 3 0 713 988) 
,,,,,,,,,,11.b1c1 (989 990 3 0 713 988) 
,,,,,,,,,,11.b1a2 (989 990 3 0 713 988) 
,,,,,,,,,,11.b1b2 (989 990 3 0 713 988) 
,,,,,,,,,,11.b1c2 (989 990 3 0 713 988) 
,,,,,,,,9.h4g5 (989 1013 5 0 719 989) ,10.f5e6 (-990 -989 4 2147483647 -727 -16000) ,11.g7h7 (989 990 3 2147483647 729 -16000) ,12.e6f5 (-990 -989 2 2147483543 -820 -16000) 
,,,,,,,,,,11.b1c2 (989 990 3 2147483544 729 847) 
,,,,,,,,,,11.g5h4 (989 990 3 178 729 847) 
,,,,,,,,,,11.g7e7 (989 990 3 18 729 847) ,12.e6d5 (-990 -989 3 2147483647 -733 -16000) 
,,,,,,,,,,11.g5e3 (989 990 3 0 729 847) 
,,,,,,,,,,11.g5f6 (989 990 3 0 729 847) 
,,,,,,,,,,11.g5e7 (989 990 3 0 729 847) 
,,,,,,,,,,11.g5d8 (989 990 3 0 729 847) 
,,,,,,,,,,11.g7g6 (989 990 3 0 729 847) ,12.h7g6 (-990 -989 2 2147483625 -716 -16000) 
,,,,,,,,,,11.g7a7 (989 990 3 0 729 847) 
,,,,,,,,,,11.g7b7 (989 990 3 0 729 847) 
,,,,,,,,,,11.g7c7 (989 990 3 0 729 847) 
,,,,,,,,,,11.g7d7 (989 990 3 0 729 847) 
,,,,,,,,,,11.g5f4 (989 990 3 0 729 847) 
,,,,,,,,,,11.g7f7 (989 990 3 0 729 847) 
,,,,,,,,,,11.d2d3 (989 990 3 0 729 847) 
,,,,,,,,,,11.g7g8 (989 990 3 0 729 847) 
,,,,,,,,,,11.b1a1 (989 990 3 0 729 847) 
,,,,,,,,,,11.b1c1 (989 990 3 0 729 847) 
,,,,,,,,,,11.b1a2 (989 990 3 0 729 847) 
,,,,,,,,,,11.b1b2 (989 990 3 0 729 847) 
,,,,,,,,,,11.d2d4 (989 990 3 0 729 847) 
,,,,,,,,9.h4e7 (989 1013 5 0 719 989) ,10.f5e6 (-990 -989 4 2147483647 -727 -16000) ,11.g7g4 (989 990 3 2147483647 729 -16000) ,12.e6e7 (-990 -989 2 2147483617 -808 -16000) 
,,,,,,,,,,11.g7h7 (989 990 3 2147483592 729 596) ,12.e6f5 (-990 -989 2 2147483544 -819 -16000) 
,,,,,,,,,,11.e7h4 (989 990 3 2147483546 729 924) 
,,,,,,,,,,11.b1c2 (989 990 3 2147483544 729 924) 
,,,,,,,,,,11.e7c5 (989 990 3 2 729 924) 
,,,,,,,,,,11.e7a3 (989 990 3 0 729 924) 
,,,,,,,,,,11.e7g5 (989 990 3 0 729 924) 
,,,,,,,,,,11.e7d6 (989 990 3 0 729 924) 
,,,,,,,,,,11.e7f6 (989 990 3 0 729 924) 
,,,,,,,,,,11.e7d8 (989 990 3 0 729 924) 
,,,,,,,,,,11.e7f8 (989 990 3 0 729 924) 
,,,,,,,,,,11.d2d3 (989 990 3 0 729 924) 
,,,,,,,,,,11.g7g5 (989 990 3 0 729 924) 
,,,,,,,,,,11.g7g6 (989 990 3 0 729 924) ,12.h7g6 (-990 -989 2 2147483625 -721 -16000) 
,,,,,,,,,,11.g7f7 (989 990 3 0 729 924) 
,,,,,,,,,,11.d2d4 (989 990 3 0 729 924) 
,,,,,,,,,,11.g7g8 (989 990 3 0 729 924) 
,,,,,,,,,,11.b1a1 (989 990 3 0 729 924) 
,,,,,,,,,,11.b1c1 (989 990 3 0 729 924) 
,,,,,,,,,,11.b1a2 (989 990 3 0 729 924) 
,,,,,,,,,,11.b1b2 (989 990 3 0 729 924) 
,,,,,,,,,,11.e7b4 (989 990 3 0 729 924) 
,,,,,,,,9.g7g8 (989 1013 5 0 719 989) ,10.f5e6 (-990 -989 4 2147483647 -718 -16000) ,11.h4g3 (989 990 3 2147483647 720 -16000) ,12.e6f5 (-990 -989 2 2147483542 -882 -16000) 
,,,,,,,,,,11.g8g4 (989 990 3 2147483592 720 970) ,12.e6d5 (-990 -989 2 2147483544 -793 -16000) 
,,,,,,,,,,11.b1c2 (989 990 3 2147483544 720 986) 
,,,,,,,,,,11.g8g7 (989 990 3 29 720 986) 
,,,,,,,,,,11.h4f6 (989 990 3 0 720 986) 
,,,,,,,,,,11.h4e7 (989 990 3 0 720 986) 
,,,,,,,,,,11.h4d8 (989 990 3 0 720 986) 
,,,,,,,,,,11.d2d4 (989 990 3 0 720 986) 
,,,,,,,,,,11.g8g5 (989 990 3 0 720 986) 
,,,,,,,,,,11.g8g6 (989 990 3 0 720 986) ,12.h7g6 (-990 -989 2 2147483647 -706 -16000) 
,,,,,,,,,,11.h4g5 (989 990 3 0 720 986) 
,,,,,,,,,,11.g8a8 (989 990 3 0 720 986) 
,,,,,,,,,,11.g8b8 (989 990 3 0 720 986) 
,,,,,,,,,,11.g8c8 (989 990 3 0 720 986) 
,,,,,,,,,,11.g8d8 (989 990 3 0 720 986) 
,,,,,,,,,,11.g8e8 (989 990 3 0 720 986) ,12.e6d5 (-990 -989 3 2147483647 -737 -16000) 
,,,,,,,,,,11.g8f8 (989 990 3 0 720 986) 
,,,,,,,,,,11.g8h8 (989 990 3 0 720 986) 
,,,,,,,,,,11.b1a1 (989 990 3 0 720 986) 
,,,,,,,,,,11.b1c1 (989 990 3 0 720 986) 
,,,,,,,,,,11.b1a2 (989 990 3 0 720 986) 
,,,,,,,,,,11.b1b2 (989 990 3 0 720 986) 
,,,,,,,,,,11.d2d3 (989 990 3 0 720 986) 
,,,,,,,,9.b1a1 (989 1013 5 0 719 989) ,10.f5e6 (-990 -989 4 2147483647 -695 -16000) ,11.h4g3 (989 990 3 2147483647 697 -16000) ,12.e6f5 (-990 -989 2 2147483543 -859 -16000) 
,,,,,,,,,,11.g7g4 (989 990 3 2147483592 697 949) 
,,,,,,,,,,11.g7h7 (989 990 3 2147483592 697 949) 
,,,,,,,,,,11.g7e7 (989 990 3 18 697 949) ,12.e6d6 (-990 -989 3 2147483647 -699 -16000) 
