,,,,,,,,,,,12.f5e6 (-987 -986 4 4 -818 -989) 
,,,,,,,,,,,12.f5e5 (-987 -986 4 0 -818 -989) 
,,,,,,,,,,,12.d5d4 (-987 -986 4 0 -818 -989) 
,,,,,,,,,10.e4e5 (-987 -942 6 0 -789 -987) ,11.h4g3 (986 987 5 2147483647 794 -16000) ,12.e5f5 (-987 -986 5 2147483647 -963 -16000) 
,,,,,,,,,,,12.e5e6 (-987 -986 5 3 -963 -991) 
,,,,,,,,,,,12.e5f6 (-987 -986 5 0 -963 -991) 
,,,,,,,,9.h4g3 (987 1022 6 2147483594 716 987) ,10.e4d3 (-988 -987 5 2147483647 -878 -16000) ,11.g3f4 (987 988 4 2147483647 888 -16000) ,12.d5d4 (-988 -987 3 2147483647 -900 -16000) 
,,,,,,,,,,11.g7g4 (987 988 4 2147483592 888 972) ,12.TTExact (-988 -987 3 -985 -974 -16000) 
,,,,,,,,,,11.g7h7 (987 988 4 2147483592 888 985) ,12.d3d2 (-988 -987 3 2147483647 -976 -16000) 
,,,,,,,,,,11.g3e5 (987 988 4 2147483541 888 985) ,12.d3d2 (-988 -987 3 2147483647 -908 -16000) 
,,,,,,,,,,11.g3h4 (987 988 4 0 888 985) 
,,,,,,,,,,11.g3e1 (987 988 4 0 888 985) 
,,,,,,,,,,11.g3d6 (987 988 4 0 888 985) ,12.d3d2 (-988 -987 1 2147483597 -898 -16000) 
,,,,,,,,,,11.g3c7 (987 988 4 0 888 985) ,12.d3d2 (-988 -987 1 2147483597 -892 -16000) 
,,,,,,,,,,11.g3b8 (987 988 4 0 888 985) 
,,,,,,,,,,11.g3f2 (987 988 4 0 888 985) 
,,,,,,,,,,11.g7g5 (987 988 4 0 888 985) ,12.TTLower (-988 -987 1 -873 -870 -16000) 
,,,,,,,,,,11.g7g6 (987 988 4 0 888 985) 
,,,,,,,,,,11.g7a7 (987 988 4 0 888 985) ,12.TTLower (-988 -987 1 -885 -899 -16000) 
,,,,,,,,,,11.g7b7 (987 988 4 0 888 985) ,12.TTLower (-988 -987 1 -885 -901 -16000) 
,,,,,,,,,,11.g7c7 (987 988 4 0 888 985) 
,,,,,,,,,,11.g7d7 (987 988 4 0 888 985) 
,,,,,,,,,,11.g7e7 (987 988 4 0 888 985) 
,,,,,,,,,,11.g7f7 (987 988 4 0 888 985) 
,,,,,,,,,,11.g3h2 (987 988 4 0 888 985) 
,,,,,,,,,,11.g7g8 (987 988 4 0 888 985) 
,,,,,,,,,,11.b1a1 (987 988 4 0 888 985) 
,,,,,,,,,,11.b1c1 (987 988 4 0 888 985) 
,,,,,,,,,,11.b1a2 (987 988 4 0 888 985) 
,,,,,,,,,,11.b1b2 (987 988 4 0 888 985) 
,,,,,,,,9.g7h7 (987 1022 6 2147483592 716 987) ,10.e4d3 (-988 -987 5 2147483647 -806 -16000) ,11.h4g3 (987 988 4 2147483647 816 -16000) ,12.TTLower (-988 -987 3 -887 -976 -16000) 
,,,,,,,,,,11.h7f7 (987 988 4 2147483542 816 887) ,12.d3d2 (-988 -987 1 2147483597 -830 -16000) 
,,,,,,,,,,11.h7e7 (987 988 4 2147483541 816 887) ,12.d3d2 (-988 -987 1 2147483597 -822 -16000) 
,,,,,,,,,,11.h7g7 (987 988 4 4 816 887) ,12.d3d2 (-988 -987 2 2147483597 -818 -16000) 
,,,,,,,,,,11.h4d8 (987 988 4 0 816 887) ,12.TTLower (-988 -987 1 -733 -813 -16000) 
,,,,,,,,,,11.h7a7 (987 988 4 0 816 887) 
,,,,,,,,,,11.h7b7 (987 988 4 0 816 887) 
,,,,,,,,,,11.h7c7 (987 988 4 0 816 887) 
,,,,,,,,,,11.h7d7 (987 988 4 0 816 887) 
,,,,,,,,,,11.h4f6 (987 988 4 0 816 887) ,12.TTLower (-988 -987 1 -748 -841 -16000) 
,,,,,,,,,,11.h4g5 (987 988 4 0 816 887) ,12.TTLower (-988 -987 1 -829 -825 -16000) 
,,,,,,,,,,11.h4e7 (987 988 4 0 816 887) ,12.TTLower (-988 -987 1 -733 -823 -16000) 
,,,,,,,,,,11.h7h8 (987 988 4 0 816 887) 
,,,,,,,,,,11.b1a1 (987 988 4 0 816 887) 
,,,,,,,,,,11.b1c1 (987 988 4 0 816 887) 
,,,,,,,,,,11.b1a2 (987 988 4 0 816 887) 
,,,,,,,,,,11.b1b2 (987 988 4 0 816 887) 
,,,,,,,,9.g7e7 (987 1022 6 19 716 987) ,10.e4d3 (-988 -987 6 2147483647 -719 -16000) ,11.h4g3 (987 988 5 2147483647 729 -16000) ,12.d3d2 (-988 -987 4 2147483647 -895 -16000) 
,,,,,,,,,,11.e7h7 (987 988 5 2147483592 729 916) ,12.d3d2 (-988 -987 4 2147483647 -814 -16000) 
,,,,,,,,,,11.e7f7 (987 988 5 2147483541 729 916) 
,,,,,,,,,,11.e7g7 (987 988 5 4 729 916) 
,,,,,,,,,,11.e7e2 (987 988 5 0 729 916) 
,,,,,,,,,,11.e7e3 (987 988 5 0 729 916) ,12.d3d2 (-988 -987 5 2147483647 -712 -16000) 
,,,,,,,,,,11.e7e4 (987 988 5 0 729 916) 
,,,,,,,,,,11.e7e5 (987 988 5 0 729 916) 
,,,,,,,,,,11.e7e6 (987 988 5 0 729 916) 
,,,,,,,,,,11.e7a7 (987 988 5 0 729 916) 
,,,,,,,,,,11.e7b7 (987 988 5 0 729 916) 
,,,,,,,,,,11.e7c7 (987 988 5 0 729 916) 
,,,,,,,,,,11.e7d7 (987 988 5 0 729 916) 
,,,,,,,,,,11.h4f6 (987 988 5 0 729 916) 
,,,,,,,,,,11.e7e1 (987 988 5 0 729 916) 
,,,,,,,,,,11.h4g5 (987 988 5 0 729 916) 
,,,,,,,,,,11.e7e8 (987 988 5 0 729 916) 
,,,,,,,,,,11.b1a1 (987 988 5 0 729 916) 
,,,,,,,,,,11.b1c1 (987 988 5 0 729 916) 
,,,,,,,,,,11.b1a2 (987 988 5 0 729 916) 
,,,,,,,,,,11.b1b2 (987 988 5 0 729 916) 
,,,,,,,,9.g7f7 (987 1022 6 7 716 987) ,10.e4d3 (-988 -987 5 2147483647 -726 -16000) ,11.h4g3 (987 988 4 2147483647 736 -16000) ,12.d3d2 (-988 -987 3 2147483647 -898 -16000) 
,,,,,,,,,,11.f7h7 (987 988 4 2147483592 736 885) ,12.TTLower (-988 -987 3 -887 -814 -16000) 
,,,,,,,,,,11.f7e7 (987 988 4 2147483541 736 887) 
,,,,,,,,,,11.f7g7 (987 988 4 4 736 887) 
,,,,,,,,,,11.h4d8 (987 988 4 0 736 887) 
,,,,,,,,,,11.f7f1 (987 988 4 0 736 887) 
,,,,,,,,,,11.f7f2 (987 988 4 0 736 887) 
,,,,,,,,,,11.f7f3 (987 988 4 0 736 887) ,12.g4f3 (-988 -987 3 2147483647 -707 -16000) 
,,,,,,,,,,11.f7f4 (987 988 4 0 736 887) 
,,,,,,,,,,11.f7f5 (987 988 4 0 736 887) 
,,,,,,,,,,11.f7f6 (987 988 4 0 736 887) 
,,,,,,,,,,11.f7a7 (987 988 4 0 736 887) 
,,,,,,,,,,11.f7b7 (987 988 4 0 736 887) 
,,,,,,,,,,11.f7c7 (987 988 4 0 736 887) 
,,,,,,,,,,11.f7d7 (987 988 4 0 736 887) 
,,,,,,,,,,11.h4f6 (987 988 4 0 736 887) 
,,,,,,,,,,11.h4e7 (987 988 4 0 736 887) 
,,,,,,,,,,11.h4g5 (987 988 4 0 736 887) 
,,,,,,,,,,11.f7f8 (987 988 4 0 736 887) 
,,,,,,,,,,11.b1a1 (987 988 4 0 736 887) 
,,,,,,,,,,11.b1c1 (987 988 4 0 736 887) 
,,,,,,,,,,11.b1a2 (987 988 4 0 736 887) 
,,,,,,,,,,11.b1b2 (987 988 4 0 736 887) 
,,,,,,,,9.h4e7 (987 1022 6 0 716 987) ,10.e4d3 (-988 -987 5 2147483647 -723 -16000) ,11.g7g4 (987 988 4 2147483647 733 -16000) ,12.TTLower (-988 -987 3 -891 -812 -16000) 
,,,,,,,,,,11.g7h7 (987 988 4 2147483592 733 891) ,12.d3d2 (-988 -987 3 2147483647 -823 -16000) 
,,,,,,,,,,11.e7h4 (987 988 4 2147483545 733 891) 
,,,,,,,,,,11.e7c5 (987 988 4 0 733 891) 
,,,,,,,,,,11.e7g5 (987 988 4 0 733 891) 
,,,,,,,,,,11.e7d6 (987 988 4 0 733 891) 
,,,,,,,,,,11.e7f6 (987 988 4 0 733 891) 
,,,,,,,,,,11.e7d8 (987 988 4 0 733 891) 
,,,,,,,,,,11.e7f8 (987 988 4 0 733 891) 
,,,,,,,,,,11.e7a3 (987 988 4 0 733 891) 
,,,,,,,,,,11.g7g5 (987 988 4 0 733 891) 
,,,,,,,,,,11.g7g6 (987 988 4 0 733 891) 
,,,,,,,,,,11.g7f7 (987 988 4 0 733 891) 
,,,,,,,,,,11.e7b4 (987 988 4 0 733 891) 
,,,,,,,,,,11.g7g8 (987 988 4 0 733 891) 
,,,,,,,,,,11.b1a1 (987 988 4 0 733 891) 
,,,,,,,,,,11.b1c1 (987 988 4 0 733 891) 
,,,,,,,,,,11.b1a2 (987 988 4 0 733 891) 
,,,,,,,,,,11.b1b2 (987 988 4 0 733 891) 
,,,,,,,,9.h4d8 (987 1022 6 0 716 987) ,10.e4d3 (-988 -987 5 2147483647 -713 -16000) ,11.g7g4 (987 988 4 2147483647 723 -16000) ,12.TTLower (-988 -987 3 -982 -797 -16000) 
,,,,,,,,,,11.g7h7 (987 988 4 2147483592 723 982) ,12.TTLower (-988 -987 3 -733 -813 -16000) 
,,,,,,,,,,11.d8g5 (987 988 4 0 723 982) 
,,,,,,,,,,11.d8b6 (987 988 4 0 723 982) 
,,,,,,,,,,11.d8f6 (987 988 4 0 723 982) 
,,,,,,,,,,11.d8c7 (987 988 4 0 723 982) 
,,,,,,,,,,11.d8e7 (987 988 4 0 723 982) 
,,,,,,,,,,11.d8h4 (987 988 4 0 723 982) 
,,,,,,,,,,11.g7g5 (987 988 4 0 723 982) 
,,,,,,,,,,11.g7g6 (987 988 4 0 723 982) 
,,,,,,,,,,11.g7a7 (987 988 4 0 723 982) 
,,,,,,,,,,11.g7b7 (987 988 4 0 723 982) 
,,,,,,,,,,11.g7c7 (987 988 4 0 723 982) 
,,,,,,,,,,11.g7d7 (987 988 4 0 723 982) 
,,,,,,,,,,11.g7e7 (987 988 4 0 723 982) 
,,,,,,,,,,11.g7f7 (987 988 4 0 723 982) 
,,,,,,,,,,11.d8a5 (987 988 4 0 723 982) 
,,,,,,,,,,11.g7g8 (987 988 4 0 723 982) 
,,,,,,,,,,11.b1a1 (987 988 4 0 723 982) 
,,,,,,,,,,11.b1c1 (987 988 4 0 723 982) 
,,,,,,,,,,11.b1a2 (987 988 4 0 723 982) 
,,,,,,,,,,11.b1b2 (987 988 4 0 723 982) 
,,,,,,,,9.d2d3 (987 1022 6 0 716 987) ,10.e4d3 (-988 -987 5 2147483647 -706 -16000) ,11.h4g3 (987 988 4 2147483647 619 -16000) ,12.d3c4 (-988 -987 1 2147483543 -781 -16000) 
,,,,,,,,,,11.g7g4 (987 988 4 2147483592 619 865) ,12.d5d4 (-988 -987 1 2147483541 -693 -16000) 
,,,,,,,,,,11.g7h7 (987 988 4 2147483592 619 865) ,12.d3e4 (-988 -987 1 2147483543 -709 -16000) 
,,,,,,,,,,11.h4e7 (987 988 4 0 619 865) 
,,,,,,,,,,11.h4d8 (987 988 4 0 619 865) 
,,,,,,,,,,11.h4g5 (987 988 4 0 619 865) 
,,,,,,,,,,11.g7g5 (987 988 4 0 619 865) 
,,,,,,,,,,11.g7g6 (987 988 4 0 619 865) 
,,,,,,,,,,11.g7a7 (987 988 4 0 619 865) 
,,,,,,,,,,11.g7b7 (987 988 4 0 619 865) 
,,,,,,,,,,11.g7c7 (987 988 4 0 619 865) 
,,,,,,,,,,11.g7d7 (987 988 4 0 619 865) 
,,,,,,,,,,11.g7e7 (987 988 4 0 619 865) 
,,,,,,,,,,11.g7f7 (987 988 4 0 619 865) 
,,,,,,,,,,11.h4f6 (987 988 4 0 619 865) 
,,,,,,,,,,11.g7g8 (987 988 4 0 619 865) 
,,,,,,,,,,11.b1a1 (987 988 4 0 619 865) 
,,,,,,,,,,11.b1c1 (987 988 4 0 619 865) 
,,,,,,,,,,11.b1a2 (987 988 4 0 619 865) 
,,,,,,,,,,11.b1b2 (987 988 4 0 619 865) 
,,,,,,,,9.g7g5 (987 1022 6 0 716 987) ,10.e4d3 (-988 -987 5 2147483647 -690 -16000) ,11.h4g3 (987 988 4 2147483647 700 -16000) ,12.d3d2 (-988 -987 3 2147483647 -870 -16000) 
,,,,,,,,,,11.g5g4 (987 988 4 2147483592 700 898) ,12.d3d2 (-988 -987 3 2147483647 -798 -16000) 
,,,,,,,,,,11.g5d5 (987 988 4 2147483592 700 898) ,12.d3e2 (-988 -987 4 2147483647 -809 -16000) 
,,,,,,,,,,11.g5g7 (987 988 4 4 700 979) 
,,,,,,,,,,11.g5f5 (987 988 4 0 700 979) 
,,,,,,,,,,11.g5h5 (987 988 4 0 700 979) 
,,,,,,,,,,11.g5g6 (987 988 4 0 700 979) 
,,,,,,,,,,11.g5e5 (987 988 4 0 700 979) 
,,,,,,,,,,11.g5g8 (987 988 4 0 700 979) 
,,,,,,,,,,11.b1a1 (987 988 4 0 700 979) 
,,,,,,,,,,11.b1c1 (987 988 4 0 700 979) 
,,,,,,,,,,11.b1a2 (987 988 4 0 700 979) 
,,,,,,,,,,11.b1b2 (987 988 4 0 700 979) 
,,,,,,,,9.g7g6 (987 1022 6 0 716 987) 
,,,,,,,,9.g7a7 (987 1022 6 0 716 987) ,10.e4d3 (-988 -987 5 2147483647 -727 -16000) ,11.h4g3 (987 988 4 2147483647 737 -16000) ,12.d3d2 (-988 -987 3 2147483647 -899 -16000) 
,,,,,,,,,,11.a7h7 (987 988 4 2147483592 737 885) ,12.TTLower (-988 -987 3 -887 -814 -16000) 
,,,,,,,,,,11.a7g7 (987 988 4 4 737 887) 
,,,,,,,,,,11.h4e7 (987 988 4 0 737 887) 
,,,,,,,,,,11.h4d8 (987 988 4 0 737 887) 
,,,,,,,,,,11.a7a1 (987 988 4 0 737 887) 
,,,,,,,,,,11.a7a2 (987 988 4 0 737 887) 
,,,,,,,,,,11.a7a3 (987 988 4 0 737 887) ,12.d3d2 (-988 -987 4 2147483647 -707 -16000) 
,,,,,,,,,,11.a7a4 (987 988 4 0 737 887) 
,,,,,,,,,,11.a7a5 (987 988 4 0 737 887) 
,,,,,,,,,,11.a7a6 (987 988 4 0 737 887) 
,,,,,,,,,,11.a7b7 (987 988 4 0 737 887) 
,,,,,,,,,,11.a7c7 (987 988 4 0 737 887) 
,,,,,,,,,,11.a7d7 (987 988 4 0 737 887) 
,,,,,,,,,,11.a7e7 (987 988 4 0 737 887) 
,,,,,,,,,,11.a7f7 (987 988 4 0 737 887) 
,,,,,,,,,,11.h4f6 (987 988 4 0 737 887) 
,,,,,,,,,,11.h4g5 (987 988 4 0 737 887) 
,,,,,,,,,,11.a7a8 (987 988 4 0 737 887) 
,,,,,,,,,,11.b1a1 (987 988 4 0 737 887) 
,,,,,,,,,,11.b1c1 (987 988 4 0 737 887) 
,,,,,,,,,,11.b1a2 (987 988 4 0 737 887) 
,,,,,,,,,,11.b1b2 (987 988 4 0 737 887) 
,,,,,,,,9.g7b7 (987 1022 6 0 716 987) ,10.e4d3 (-988 -987 5 2147483647 -729 -16000) ,11.h4g3 (987 988 4 2147483647 739 -16000) ,12.d3d2 (-988 -987 3 2147483647 -901 -16000) 
,,,,,,,,,,11.b7h7 (987 988 4 2147483592 739 885) ,12.TTLower (-988 -987 3 -887 -814 -16000) 
,,,,,,,,,,11.b7g7 (987 988 4 4 739 887) 
,,,,,,,,,,11.h4e7 (987 988 4 0 739 887) 
,,,,,,,,,,11.h4d8 (987 988 4 0 739 887) 
,,,,,,,,,,11.b7b2 (987 988 4 0 739 887) 
,,,,,,,,,,11.b7b3 (987 988 4 0 739 887) ,12.d3d2 (-988 -987 4 2147483647 -713 -16000) 
,,,,,,,,,,11.b7b4 (987 988 4 0 739 887) 
,,,,,,,,,,11.b7b5 (987 988 4 0 739 887) 
,,,,,,,,,,11.b7b6 (987 988 4 0 739 887) 
,,,,,,,,,,11.b7a7 (987 988 4 0 739 887) 
,,,,,,,,,,11.b7c7 (987 988 4 0 739 887) 
,,,,,,,,,,11.b7d7 (987 988 4 0 739 887) 
,,,,,,,,,,11.b7e7 (987 988 4 0 739 887) 
,,,,,,,,,,11.b7f7 (987 988 4 0 739 887) 
,,,,,,,,,,11.h4f6 (987 988 4 0 739 887) 
,,,,,,,,,,11.h4g5 (987 988 4 0 739 887) 
,,,,,,,,,,11.b7b8 (987 988 4 0 739 887) 
,,,,,,,,,,11.b1a1 (987 988 4 0 739 887) 
,,,,,,,,,,11.b1c1 (987 988 4 0 739 887) 
,,,,,,,,,,11.b1a2 (987 988 4 0 739 887) 
,,,,,,,,,,11.b1b2 (987 988 4 0 739 887) 
,,,,,,,,9.g7c7 (987 1022 6 0 716 987) ,10.e4d3 (-988 -987 5 2147483647 -732 -16000) ,11.h4g3 (987 988 4 2147483647 743 -16000) ,12.d3d2 (-988 -987 3 2147483647 -901 -16000) 
,,,,,,,,,,11.c7h7 (987 988 4 2147483592 743 885) ,12.TTLower (-988 -987 3 -887 -814 -16000) 
,,,,,,,,,,11.c7g7 (987 988 4 4 743 887) 
,,,,,,,,,,11.h4e7 (987 988 4 0 743 887) 
,,,,,,,,,,11.h4d8 (987 988 4 0 743 887) 
,,,,,,,,,,11.c7c1 (987 988 4 0 743 887) 
,,,,,,,,,,11.c7c2 (987 988 4 0 743 887) 
,,,,,,,,,,11.c7c3 (987 988 4 0 743 887) ,12.d3d2 (-988 -987 4 2147483647 -710 -16000) 
,,,,,,,,,,11.c7c4 (987 988 4 0 743 887) 
,,,,,,,,,,11.c7c5 (987 988 4 0 743 887) 
,,,,,,,,,,11.c7c6 (987 988 4 0 743 887) 
,,,,,,,,,,11.c7a7 (987 988 4 0 743 887) 
,,,,,,,,,,11.c7b7 (987 988 4 0 743 887) 
,,,,,,,,,,11.c7d7 (987 988 4 0 743 887) 
,,,,,,,,,,11.c7e7 (987 988 4 0 743 887) 
,,,,,,,,,,11.c7f7 (987 988 4 0 743 887) 
,,,,,,,,,,11.h4f6 (987 988 4 0 743 887) 
,,,,,,,,,,11.h4g5 (987 988 4 0 743 887) 
,,,,,,,,,,11.c7c8 (987 988 4 0 743 887) 
,,,,,,,,,,11.b1a1 (987 988 4 0 743 887) 
,,,,,,,,,,11.b1c1 (987 988 4 0 743 887) 
,,,,,,,,,,11.b1a2 (987 988 4 0 743 887) 
,,,,,,,,,,11.b1b2 (987 988 4 0 743 887) 
,,,,,,,,9.g7d7 (987 1022 6 0 716 987) ,10.e4d3 (-988 -987 5 2147483647 -720 -16000) ,11.h4g3 (987 988 4 2147483647 730 -16000) ,12.d3d2 (-988 -987 3 2147483647 -892 -16000) 
,,,,,,,,,,11.d7d5 (987 988 4 2147483592 730 898) ,12.TTLower (-988 -987 4 -979 -809 -16000) 
,,,,,,,,,,11.d7h7 (987 988 4 2147483592 730 979) ,12.TTLower (-988 -987 3 -887 -814 -16000) 
,,,,,,,,,,11.d7g7 (987 988 4 4 730 979) 
,,,,,,,,,,11.h4d8 (987 988 4 0 730 979) 
,,,,,,,,,,11.h4g5 (987 988 4 0 730 979) 
,,,,,,,,,,11.d7d6 (987 988 4 0 730 979) 
,,,,,,,,,,11.d7a7 (987 988 4 0 730 979) 
,,,,,,,,,,11.d7b7 (987 988 4 0 730 979) 
,,,,,,,,,,11.d7c7 (987 988 4 0 730 979) 
,,,,,,,,,,11.d7e7 (987 988 4 0 730 979) 
,,,,,,,,,,11.d7f7 (987 988 4 0 730 979) 
,,,,,,,,,,11.h4e7 (987 988 4 0 730 979) 
,,,,,,,,,,11.h4f6 (987 988 4 0 730 979) 
,,,,,,,,,,11.d7d8 (987 988 4 0 730 979) 
,,,,,,,,,,11.b1a1 (987 988 4 0 730 979) 
,,,,,,,,,,11.b1c1 (987 988 4 0 730 979) 
,,,,,,,,,,11.b1a2 (987 988 4 0 730 979) 
,,,,,,,,,,11.b1b2 (987 988 4 0 730 979) 
,,,,,,,,9.h4g5 (987 1022 6 0 716 987) ,10.e4d3 (-988 -987 5 2147483647 -723 -16000) ,11.g7h7 (987 988 4 2147483647 734 -16000) ,12.TTLower (-988 -987 3 -829 -825 -16000) 
,,,,,,,,,,11.g5f4 (987 988 4 1 734 829) 
,,,,,,,,,,11.g5h4 (987 988 4 0 734 829) 
,,,,,,,,,,11.g5f6 (987 988 4 0 734 829) 
,,,,,,,,,,11.g5e7 (987 988 4 0 734 829) 
,,,,,,,,,,11.g5d8 (987 988 4 0 734 829) 
,,,,,,,,,,11.g7g6 (987 988 4 0 734 829) 
,,,,,,,,,,11.g7a7 (987 988 4 0 734 829) 
,,,,,,,,,,11.g7b7 (987 988 4 0 734 829) 
,,,,,,,,,,11.g7c7 (987 988 4 0 734 829) 
,,,,,,,,,,11.g7d7 (987 988 4 0 734 829) 
,,,,,,,,,,11.g7e7 (987 988 4 0 734 829) 
,,,,,,,,,,11.g7f7 (987 988 4 0 734 829) 
,,,,,,,,,,11.g5e3 (987 988 4 0 734 829) 
,,,,,,,,,,11.g7g8 (987 988 4 0 734 829) 
,,,,,,,,,,11.b1a1 (987 988 4 0 734 829) 
,,,,,,,,,,11.b1c1 (987 988 4 0 734 829) 
,,,,,,,,,,11.b1a2 (987 988 4 0 734 829) 
,,,,,,,,,,11.b1b2 (987 988 4 0 734 829) 
,,,,,,,,9.h4f6 (987 1022 6 0 716 987) ,10.e4d3 (-988 -987 5 2147483647 -736 -16000) ,11.g7g4 (987 988 4 2147483647 747 -16000) ,12.TTLower (-988 -987 3 -916 -824 -16000) 
,,,,,,,,,,11.g7h7 (987 988 4 2147483592 747 916) ,12.d3d2 (-988 -987 3 2147483647 -841 -16000) 
,,,,,,,,,,11.f6c3 (987 988 4 0 747 916) 
,,,,,,,,,,11.f6d4 (987 988 4 0 747 916) 
,,,,,,,,,,11.f6h4 (987 988 4 0 747 916) 
,,,,,,,,,,11.f6e5 (987 988 4 0 747 916) 
,,,,,,,,,,11.f6g5 (987 988 4 0 747 916) 
,,,,,,,,,,11.f6e7 (987 988 4 0 747 916) 
,,,,,,,,,,11.f6d8 (987 988 4 0 747 916) 
,,,,,,,,,,11.f6a1 (987 988 4 0 747 916) 
,,,,,,,,,,11.g7g5 (987 988 4 0 747 916) 
,,,,,,,,,,11.g7g6 (987 988 4 0 747 916) 
,,,,,,,,,,11.g7a7 (987 988 4 0 747 916) 
,,,,,,,,,,11.g7b7 (987 988 4 0 747 916) 
,,,,,,,,,,11.g7c7 (987 988 4 0 747 916) 
,,,,,,,,,,11.g7d7 (987 988 4 0 747 916) 
,,,,,,,,,,11.g7e7 (987 988 4 0 747 916) 
,,,,,,,,,,11.g7f7 (987 988 4 0 747 916) 
,,,,,,,,,,11.f6b2 (987 988 4 0 747 916) 
,,,,,,,,,,11.g7g8 (987 988 4 0 747 916) 
,,,,,,,,,,11.b1a1 (987 988 4 0 747 916) 
,,,,,,,,,,11.b1c1 (987 988 4 0 747 916) 
,,,,,,,,,,11.b1a2 (987 988 4 0 747 916) 
,,,,,,,,,,11.b1b2 (987 988 4 0 747 916) 
,,,,,,,,9.d2d4 (987 1022 6 0 716 987) ,10.e4d4 (-988 -987 5 2147483647 -702 -16000) ,11.h4g3 (987 988 4 2147483647 612 -16000) ,12.d4d3 (-988 -987 1 2147483542 -774 -16000) 
,,,,,,,,,,11.g7g4 (987 988 4 2147483592 612 783) ,12.d4d3 (-988 -987 4 2147483647 -686 -16000) 
,,,,,,,,,,11.g7h7 (987 988 4 2147483592 612 895) ,12.d4d3 (-988 -987 1 2147483542 -702 -16000) 
,,,,,,,,,,11.g7f7 (987 988 4 1 612 895) 
,,,,,,,,,,11.h4d8 (987 988 4 0 612 895) 
,,,,,,,,,,11.h4g5 (987 988 4 0 612 895) 
,,,,,,,,,,11.g7g5 (987 988 4 0 612 895) 
